Online Boarding,Type of Travel,In-flight Wifi Service,Ease of Online Booking,Class,In-flight Entertainment,Loyalty
4,Personal,4,4,Economy,3,3
3,Personal,3,3,Economy,2,3
2,Personal,2,2,Economy,4,3
5,Personal,3,3,Economy,2,3
3,Personal,4,3,Economy,2,3
4,Personal,4,4,Economy,3,4
2,Personal,2,2,Economy,1,3
4,Personal,4,4,Economy,4,3
2,Personal,2,2,Economy,3,3
3,Personal,3,3,Economy,5,3
3,Personal,3,3,Economy,4,3
2,Personal,2,2,Economy,5,3
0,Personal,0,0,Economy,2,4
4,Personal,4,4,Economy,2,3
5,Business,4,4,Economy Plus,5,4
0,Business,0,0,Economy Plus,5,4
5,Business,5,5,Economy Plus,5,4
1,Business,1,1,Economy Plus,2,1
4,Business,4,1,Economy Plus,4,4
3,Business,5,3,Economy Plus,5,4
0,Business,0,0,Economy Plus,5,4
5,Business,3,2,Economy Plus,3,4
3,Business,3,3,Economy Plus,4,1
3,Business,3,3,Economy Plus,1,1
4,Business,4,5,Economy Plus,4,4
2,Business,2,4,Economy Plus,2,3
1,Business,5,1,Economy Plus,5,4
3,Personal,3,3,Economy Plus,5,3
2,Personal,2,2,Economy Plus,5,3
3,Personal,3,3,Economy Plus,2,3
0,Business,0,0,Economy Plus,4,4
1,Business,1,3,Business,1,3
5,Business,3,3,Business,4,4
3,Business,4,4,Business,5,2
4,Business,1,4,Business,2,4
5,Business,3,3,Business,5,2
3,Business,3,2,Business,3,3
5,Business,2,3,Business,4,1
5,Personal,3,2,Economy,3,3
4,Business,3,3,Business,5,4
4,Business,5,5,Business,5,4
4,Business,5,5,Business,5,4
5,Business,5,5,Business,5,4
5,Business,3,3,Business,4,4
4,Business,3,3,Business,4,4
4,Business,3,3,Business,4,4
3,Business,4,3,Business,2,2
5,Business,4,4,Business,5,4
3,Business,2,3,Business,2,3
5,Business,5,5,Business,3,2
4,Business,1,1,Business,5,4
3,Business,2,5,Business,2,3
4,Business,4,4,Business,5,4
2,Business,2,1,Business,4,1
3,Business,1,0,Business,5,3
2,Business,2,3,Business,2,1
3,Personal,3,3,Business,5,3
5,Business,5,3,Economy,5,4
4,Business,3,1,Business,4,4
1,Business,1,1,Economy,2,1
5,Business,5,1,Economy,5,4
4,Business,1,1,Business,4,4
4,Business,2,2,Business,3,4
5,Business,1,1,Business,5,4
4,Business,4,3,Economy,4,4
4,Business,5,3,Business,4,4
2,Business,2,2,Business,5,4
4,Business,4,4,Economy,4,4
2,Business,3,3,Business,4,4
4,Business,1,1,Business,4,4
1,Business,1,1,Economy,4,1
1,Business,2,2,Business,5,4
5,Business,4,4,Business,5,4
4,Business,4,3,Economy,4,4
3,Business,2,2,Business,5,4
5,Business,5,3,Economy,5,4
3,Business,3,3,Economy,3,1
4,Business,4,4,Economy,4,4
4,Business,4,3,Economy,4,4
5,Business,5,5,Business,4,4
2,Business,3,3,Business,2,4
3,Business,3,3,Economy,1,1
2,Business,5,5,Business,5,4
5,Business,4,3,Economy,4,4
2,Business,2,2,Economy,4,1
4,Business,4,5,Economy,4,4
4,Business,4,4,Business,3,4
3,Business,3,4,Economy,3,3
2,Business,1,2,Business,5,4
5,Business,1,1,Business,5,4
5,Business,4,4,Business,5,4
3,Business,3,3,Economy,1,1
3,Business,2,1,Business,2,3
4,Business,4,4,Economy,4,4
5,Business,5,2,Economy,5,4
5,Business,5,1,Economy,5,4
4,Business,4,2,Economy,4,4
5,Business,5,5,Economy,5,4
5,Business,1,1,Business,5,4
1,Business,1,1,Economy,2,1
2,Business,1,1,Business,4,4
5,Business,5,5,Business,4,4
5,Business,2,2,Business,5,4
1,Business,2,1,Economy,4,1
2,Business,2,2,Economy,5,1
1,Business,1,1,Economy,2,1
2,Business,2,2,Economy,5,1
5,Business,2,2,Business,5,4
5,Business,5,5,Business,5,4
4,Business,1,3,Economy,1,3
4,Business,4,4,Economy,2,1
1,Business,2,2,Business,3,4
4,Business,4,4,Economy,1,2
2,Business,2,2,Economy,3,1
3,Business,3,3,Economy,1,1
4,Business,4,4,Economy,4,2
2,Business,2,2,Economy,5,1
2,Business,3,3,Business,5,4
1,Business,1,1,Business,5,4
1,Business,4,4,Business,4,4
3,Business,3,3,Business,5,4
1,Business,1,1,Economy,1,1
3,Business,2,4,Economy,2,4
3,Business,3,3,Economy,5,1
4,Business,4,2,Economy,4,4
3,Business,4,3,Economy,4,3
3,Business,4,4,Economy,4,4
3,Business,5,5,Business,3,4
2,Business,2,2,Economy,1,1
1,Business,2,2,Business,4,4
4,Business,2,4,Business,2,3
5,Business,4,4,Business,4,4
2,Business,1,2,Economy,2,1
3,Business,4,2,Economy,4,4
4,Business,4,4,Economy,4,1
4,Business,1,4,Business,1,3
2,Business,2,2,Economy,5,1
5,Business,4,1,Business,5,4
5,Business,5,5,Business,5,4
4,Business,4,1,Economy,4,4
4,Business,3,5,Business,3,3
4,Business,4,1,Economy,4,3
1,Business,1,3,Business,1,3
2,Business,2,2,Economy,1,1
4,Business,4,4,Economy,1,2
3,Business,3,3,Business,2,4
3,Business,2,4,Business,2,3
4,Business,3,4,Economy,4,1
2,Business,2,2,Economy,2,1
3,Business,1,2,Business,1,3
3,Business,3,3,Economy,4,1
4,Business,4,1,Economy,4,4
4,Business,2,1,Business,2,3
4,Business,4,2,Business,4,3
4,Business,4,4,Economy,4,1
2,Business,2,2,Economy,1,1
5,Business,5,4,Business,4,4
1,Business,5,5,Economy,5,4
1,Business,1,1,Economy,2,1
1,Business,1,1,Economy,2,1
4,Business,4,1,Economy,4,3
2,Business,2,3,Business,4,4
1,Business,1,5,Economy,1,3
5,Business,2,2,Business,5,4
5,Business,3,3,Business,4,4
4,Business,5,1,Economy,5,4
4,Business,4,2,Economy,4,4
2,Personal,0,0,Economy,3,4
3,Personal,2,3,Economy,2,3
5,Personal,5,5,Economy,5,4
1,Personal,1,1,Economy,2,3
4,Personal,4,4,Economy,2,4
4,Personal,4,4,Economy,5,4
5,Personal,5,5,Economy,5,4
1,Personal,1,1,Economy,3,3
4,Personal,4,4,Economy,3,3
1,Personal,0,1,Economy,3,4
2,Personal,2,2,Economy,3,3
1,Personal,1,1,Economy,1,3
2,Personal,2,2,Economy,3,3
5,Personal,3,3,Economy,2,3
2,Personal,3,2,Economy,2,3
1,Personal,1,1,Economy,1,3
2,Personal,2,2,Economy,2,3
4,Personal,3,3,Economy,5,3
2,Personal,2,2,Economy,2,3
3,Personal,3,3,Economy,5,3
4,Personal,4,4,Economy,3,3
3,Personal,3,3,Economy,4,3
3,Personal,2,2,Economy,5,3
5,Personal,2,2,Economy,2,3
2,Personal,2,2,Economy,5,3
3,Personal,3,3,Economy,2,3
3,Personal,3,3,Economy,1,3
5,Personal,1,1,Economy,1,3
1,Personal,2,1,Economy,2,3
5,Personal,4,4,Economy,2,3
4,Personal,2,2,Economy,1,3
2,Personal,2,2,Economy,1,3
2,Personal,2,2,Economy,5,3
2,Personal,2,2,Economy,4,3
5,Personal,3,3,Economy,5,3
2,Personal,2,2,Economy,1,3
2,Personal,2,2,Economy,2,3
2,Personal,2,2,Economy,1,3
3,Personal,3,3,Economy,5,3
3,Personal,3,3,Economy,2,3
1,Personal,1,1,Economy,2,3
2,Personal,2,2,Economy,1,3
4,Business,3,5,Economy Plus,3,4
3,Business,3,1,Economy Plus,2,4
5,Business,5,3,Economy Plus,5,4
2,Business,2,5,Economy Plus,2,3
2,Business,1,1,Economy Plus,1,3
3,Business,4,2,Economy Plus,4,3
3,Business,4,2,Economy Plus,4,4
3,Business,3,3,Economy Plus,3,1
3,Business,3,3,Economy,3,1
3,Business,3,4,Economy Plus,3,3
5,Business,5,1,Economy Plus,5,4
3,Business,2,3,Economy Plus,2,3
4,Business,2,2,Economy Plus,3,3
5,Business,5,3,Economy Plus,5,4
5,Business,5,2,Economy Plus,5,4
2,Business,2,2,Economy Plus,4,1
4,Business,4,3,Economy Plus,4,3
4,Business,3,4,Economy Plus,3,3
3,Business,2,5,Economy Plus,2,3
5,Business,5,2,Economy Plus,5,4
4,Personal,2,2,Economy Plus,5,3
3,Personal,1,2,Economy Plus,3,3
3,Personal,3,3,Economy Plus,3,3
2,Personal,2,2,Economy Plus,4,3
1,Personal,2,2,Economy Plus,3,3
1,Personal,2,1,Economy Plus,4,3
3,Personal,3,3,Economy Plus,5,3
5,Business,5,2,Economy Plus,5,4
5,Business,4,4,Business,2,4
5,Business,4,4,Business,4,4
5,Business,4,4,Business,4,4
4,Business,3,3,Business,4,4
4,Business,2,5,Business,2,3
1,Business,1,1,Business,2,1
2,Business,2,2,Economy,4,1
3,Personal,0,1,Business,3,4
1,Personal,1,1,Business,3,3
4,Personal,2,2,Business,3,3
3,Personal,0,0,Business,5,4
1,Personal,1,1,Business,2,3
3,Business,3,3,Economy,5,1
5,Business,1,3,Business,4,4
1,Business,2,1,Economy,4,1
1,Business,1,1,Economy,4,1
4,Business,4,5,Economy,4,4
1,Business,5,5,Business,4,4
4,Business,4,4,Business,5,4
3,Business,3,5,Economy,3,4
1,Business,2,1,Economy,4,1
2,Business,2,2,Economy,5,1
2,Business,2,2,Economy,2,1
3,Business,3,1,Business,3,3
4,Business,1,1,Business,4,4
4,Business,1,1,Business,4,4
5,Business,5,5,Economy,4,4
3,Business,1,1,Business,2,4
4,Business,2,5,Business,4,4
2,Business,2,2,Economy,3,1
4,Business,4,2,Economy,4,4
3,Business,1,1,Business,4,4
2,Business,4,5,Business,4,4
0,Business,0,0,Economy,5,4
5,Business,4,4,Business,4,4
4,Business,1,1,Business,4,4
3,Business,1,1,Economy,1,1
4,Business,2,2,Business,4,4
5,Business,3,4,Economy,3,4
5,Business,5,5,Business,5,4
2,Business,2,2,Economy,2,1
4,Business,4,4,Business,5,4
4,Business,4,4,Business,4,4
4,Business,5,5,Business,5,4
4,Business,4,4,Economy,5,1
4,Business,2,2,Business,2,4
5,Business,2,2,Business,5,4
4,Business,3,3,Business,5,4
5,Business,5,5,Economy,4,2
2,Business,3,3,Economy,3,3
4,Business,4,1,Business,4,4
5,Business,5,5,Business,4,4
5,Business,1,1,Business,5,4
4,Business,4,5,Business,4,4
5,Business,4,4,Business,5,4
5,Business,2,2,Business,4,4
4,Business,3,3,Business,4,4
3,Business,3,2,Business,3,3
5,Business,3,5,Business,2,4
4,Business,2,2,Business,5,4
4,Business,4,3,Business,4,4
2,Business,2,1,Economy,2,3
1,Business,1,2,Business,1,3
4,Business,3,3,Business,5,4
4,Business,5,5,Business,4,4
4,Business,4,4,Economy,5,2
4,Business,4,4,Economy,4,1
4,Business,4,1,Business,4,3
4,Business,5,5,Business,4,4
3,Business,1,2,Business,1,3
4,Business,1,1,Business,4,4
4,Business,4,3,Economy,4,3
4,Business,4,4,Economy,2,1
2,Business,3,2,Business,3,1
4,Business,2,2,Business,4,4
2,Business,2,1,Economy,2,3
3,Business,3,2,Economy,3,3
2,Business,2,2,Economy,4,1
3,Business,3,3,Economy,3,1
3,Business,1,1,Business,1,3
5,Business,3,3,Business,5,4
3,Business,3,4,Business,3,3
4,Business,3,3,Business,4,4
2,Business,3,3,Business,3,3
1,Business,1,2,Economy,1,3
2,Business,2,5,Economy,2,4
5,Business,2,2,Business,5,4
5,Business,5,5,Economy,3,2
2,Business,3,3,Business,5,4
5,Business,5,5,Economy,5,2
3,Business,1,1,Business,4,4
2,Business,2,1,Economy,2,3
2,Business,2,2,Economy,1,1
2,Personal,2,2,Economy,2,3
3,Personal,3,3,Economy,4,3
4,Personal,3,3,Economy,5,3
3,Personal,2,3,Economy,5,3
3,Personal,3,3,Economy,2,3
2,Personal,2,2,Economy,2,3
3,Personal,3,3,Economy,5,3
2,Personal,2,2,Economy,4,3
5,Personal,3,4,Economy,5,3
3,Personal,3,3,Economy,1,3
2,Personal,2,2,Economy,4,3
2,Personal,2,2,Economy,1,3
3,Personal,4,3,Economy,3,3
4,Personal,2,1,Economy,4,3
2,Personal,2,2,Economy,4,3
2,Personal,2,2,Economy,3,3
1,Personal,1,1,Economy,5,3
1,Personal,1,1,Economy,2,3
4,Personal,4,4,Economy,4,4
0,Personal,0,0,Economy,2,4
1,Personal,1,1,Economy,1,3
1,Personal,1,1,Economy,3,3
2,Personal,2,2,Economy,3,3
5,Personal,2,2,Economy,1,3
2,Personal,2,2,Economy,2,3
2,Personal,2,2,Economy,3,3
4,Personal,2,2,Economy,5,3
5,Personal,1,1,Economy,1,3
3,Personal,3,3,Economy,3,3
2,Personal,1,2,Economy,2,3
5,Business,1,1,Business,1,4
0,Business,0,0,Business,3,2
4,Business,5,5,Business,4,4
4,Business,1,1,Business,4,4
4,Business,2,2,Business,4,4
3,Business,3,3,Economy Plus,3,3
4,Business,4,3,Economy Plus,4,3
4,Business,4,4,Business,5,4
3,Business,4,2,Economy Plus,4,3
4,Business,3,5,Economy Plus,3,3
3,Business,3,4,Economy Plus,3,3
3,Business,3,3,Economy Plus,1,1
3,Business,3,3,Economy,3,1
2,Personal,2,2,Economy Plus,4,3
3,Personal,3,3,Economy Plus,1,3
4,Personal,3,3,Economy Plus,2,3
5,Personal,2,3,Economy Plus,3,3
4,Personal,4,4,Economy Plus,5,3
4,Personal,4,4,Economy Plus,4,3
5,Business,4,4,Business,5,4
2,Business,2,5,Economy Plus,2,3
5,Business,5,5,Economy,5,2
4,Business,1,1,Business,4,4
3,Business,2,2,Business,4,4
5,Business,5,5,Business,2,2
4,Business,2,2,Business,5,4
5,Business,4,4,Business,5,4
4,Business,1,1,Business,4,4
5,Business,5,5,Business,4,4
2,Business,2,2,Business,2,3
5,Business,4,4,Business,5,4
4,Business,2,1,Business,5,4
4,Business,4,4,Economy,5,1
4,Business,2,5,Business,2,3
2,Business,4,5,Business,4,3
3,Business,1,1,Business,2,4
3,Business,2,2,Business,2,3
2,Business,2,2,Economy,3,1
4,Business,1,1,Business,5,4
3,Personal,3,3,Business,2,3
5,Personal,4,3,Business,2,3
5,Personal,3,3,Business,1,3
1,Personal,2,1,Business,2,3
1,Personal,2,2,Business,2,3
4,Business,4,4,Business,5,4
5,Business,5,1,Business,5,4
5,Business,1,1,Business,4,4
5,Business,2,2,Business,5,4
5,Business,1,4,Business,4,4
3,Business,2,2,Business,2,4
5,Business,3,3,Business,4,4
5,Business,1,1,Business,4,4
5,Business,1,1,Business,3,4
3,Business,3,3,Economy,1,1
4,Business,4,4,Business,2,1
3,Business,2,5,Business,4,4
4,Business,4,4,Business,4,4
4,Business,5,4,Business,4,4
2,Business,2,3,Business,1,1
4,Business,1,1,Business,4,4
5,Business,3,3,Business,5,4
0,Business,0,0,Business,4,2
5,Business,2,2,Business,4,4
4,Business,4,4,Business,4,4
2,Business,5,5,Business,2,4
4,Business,2,2,Business,3,4
4,Business,1,1,Business,4,4
4,Business,3,3,Business,4,4
5,Business,5,4,Business,5,2
5,Business,4,4,Business,4,4
4,Business,4,4,Business,5,4
3,Business,3,3,Business,4,1
4,Business,3,3,Business,4,4
4,Business,4,4,Business,5,4
4,Business,4,4,Business,3,2
4,Business,3,4,Business,5,1
0,Business,0,0,Business,3,2
4,Business,1,1,Business,5,4
4,Business,4,4,Economy,5,2
4,Business,5,5,Business,4,4
3,Business,3,5,Business,3,3
0,Business,0,0,Business,5,2
5,Business,5,5,Business,5,4
4,Business,5,5,Business,5,4
5,Business,4,5,Business,4,1
4,Business,5,5,Business,4,4
5,Business,2,2,Business,4,4
3,Business,4,4,Business,5,4
5,Business,2,2,Business,4,4
5,Business,2,2,Business,4,4
3,Business,3,3,Business,2,1
3,Business,3,3,Business,2,4
4,Business,2,2,Business,5,4
3,Business,3,2,Economy,3,3
2,Business,3,2,Business,1,1
4,Business,5,5,Business,5,4
5,Business,3,3,Business,3,4
3,Business,3,2,Business,3,3
5,Business,5,5,Business,5,4
3,Business,3,3,Economy,2,1
5,Business,2,2,Business,5,4
1,Business,1,1,Economy,4,1
4,Business,1,1,Business,5,4
5,Business,5,5,Business,3,2
4,Business,4,4,Business,3,1
5,Business,3,3,Business,4,4
5,Business,1,5,Business,4,4
3,Business,1,1,Business,3,4
4,Business,3,3,Business,5,4
5,Business,4,4,Business,4,4
4,Business,3,3,Business,4,4
1,Business,5,5,Business,3,2
4,Business,4,4,Business,5,4
5,Business,5,5,Business,3,4
4,Business,3,3,Business,5,4
5,Business,1,1,Business,5,4
4,Business,3,3,Business,4,4
3,Business,2,4,Business,4,4
4,Business,5,5,Business,4,4
4,Business,3,1,Business,3,3
3,Business,3,3,Economy,4,1
5,Business,5,2,Business,4,4
5,Business,4,2,Business,5,4
4,Business,4,4,Business,4,4
2,Business,2,2,Economy,2,1
5,Business,1,2,Business,4,4
4,Business,4,4,Business,4,4
2,Business,2,3,Business,2,3
3,Business,3,5,Business,3,3
2,Business,2,4,Economy,2,3
3,Business,3,1,Economy,3,3
4,Business,3,3,Business,4,4
5,Business,2,2,Business,5,4
2,Business,2,2,Business,5,1
4,Business,3,3,Business,4,4
2,Business,2,2,Economy,2,1
4,Business,2,2,Business,4,4
3,Business,3,3,Economy,4,1
2,Business,2,2,Business,4,1
3,Business,3,3,Economy,3,1
3,Business,3,3,Business,4,1
2,Business,1,4,Business,1,3
5,Business,5,5,Economy,4,2
5,Business,2,3,Business,4,4
3,Business,2,5,Business,2,3
4,Business,4,4,Business,4,4
1,Business,1,0,Economy,4,3
2,Business,2,2,Business,4,1
1,Business,1,3,Business,3,3
4,Business,4,4,Business,5,4
4,Business,2,2,Business,3,4
2,Business,2,2,Economy,4,1
4,Business,4,4,Business,2,4
5,Business,5,5,Economy,4,2
4,Business,1,1,Business,4,4
4,Business,3,3,Business,4,4
5,Business,5,5,Business,5,2
5,Business,1,1,Business,4,4
4,Business,4,4,Economy,4,1
2,Business,2,4,Business,2,3
2,Business,2,2,Economy,2,1
1,Business,1,1,Economy,4,1
3,Business,3,3,Business,3,3
3,Business,3,3,Economy,5,1
1,Business,3,2,Business,3,3
2,Business,2,1,Economy,2,3
2,Business,2,5,Business,2,3
2,Business,2,3,Business,2,3
4,Business,4,3,Business,1,2
2,Business,2,2,Economy,4,1
3,Business,4,4,Business,4,3
4,Business,1,1,Business,5,4
2,Business,2,1,Business,2,3
3,Business,3,3,Economy,4,1
3,Business,3,2,Economy,3,3
3,Business,3,3,Business,3,1
2,Business,3,3,Business,3,3
4,Business,3,3,Business,4,4
2,Business,2,4,Economy,2,3
3,Business,4,5,Business,4,3
3,Business,3,3,Economy,1,1
1,Business,1,0,Economy,1,1
3,Business,3,3,Economy,4,3
2,Business,2,2,Economy,3,1
2,Business,2,2,Economy,4,2
4,Business,1,1,Business,4,4
2,Business,2,2,Economy,1,1
1,Business,1,1,Economy,5,1
5,Business,5,5,Economy,5,2
2,Business,2,2,Economy,1,1
4,Business,4,4,Economy,2,1
3,Business,4,2,Business,4,3
1,Business,2,2,Business,4,4
3,Business,3,2,Economy,2,3
4,Business,4,3,Economy,4,1
2,Business,2,2,Economy,4,1
1,Business,5,5,Business,5,4
3,Business,1,3,Business,2,3
4,Business,4,5,Economy,4,4
5,Personal,5,5,Economy,2,4
5,Personal,5,5,Economy,2,4
3,Personal,3,3,Economy,5,3
1,Personal,2,1,Economy,3,3
3,Personal,3,3,Economy,4,3
3,Personal,3,3,Economy,3,3
3,Personal,4,4,Economy,1,3
4,Personal,3,4,Economy,2,3
3,Personal,3,3,Economy,5,3
3,Personal,3,3,Economy,2,3
1,Personal,1,1,Economy,4,3
4,Personal,3,3,Economy,2,3
2,Personal,3,2,Economy,3,3
3,Personal,3,3,Economy,1,3
2,Personal,2,2,Economy,3,3
4,Personal,1,1,Economy,3,3
4,Personal,4,4,Economy,3,3
4,Personal,4,3,Economy,4,3
4,Personal,3,4,Economy,3,3
4,Personal,4,4,Economy,5,3
3,Personal,3,3,Economy,3,3
3,Personal,3,3,Economy,3,3
3,Personal,3,3,Economy,3,3
1,Personal,1,1,Economy,1,3
2,Personal,2,2,Economy,4,3
3,Personal,3,3,Economy,1,3
2,Personal,3,2,Economy,5,3
4,Personal,4,4,Economy,4,2
1,Personal,1,1,Economy,3,3
3,Personal,3,3,Economy,2,3
4,Personal,3,3,Economy,2,3
4,Personal,3,3,Economy,2,3
1,Personal,1,1,Economy,5,3
3,Personal,3,3,Economy,2,3
4,Personal,3,3,Economy,3,3
1,Personal,1,1,Economy,4,3
4,Personal,2,2,Economy,1,3
2,Personal,2,2,Economy,5,3
4,Personal,3,3,Economy,5,3
1,Personal,1,1,Economy,5,3
4,Personal,4,4,Economy,4,4
3,Personal,3,3,Economy,3,3
0,Personal,1,0,Economy,3,3
3,Personal,1,1,Economy,3,3
2,Personal,2,2,Economy,3,3
2,Personal,2,2,Economy,3,3
5,Personal,1,1,Economy,3,3
4,Personal,2,2,Economy,4,3
2,Personal,2,2,Economy,1,3
3,Personal,3,3,Economy,2,3
3,Personal,3,3,Economy,5,3
2,Personal,1,2,Economy,1,3
4,Personal,3,4,Economy,2,3
2,Personal,3,3,Economy,5,3
3,Personal,3,3,Economy,1,3
5,Personal,3,3,Economy,4,3
0,Personal,1,0,Economy,3,3
4,Personal,4,4,Economy,4,3
0,Personal,0,0,Economy,4,4
2,Personal,2,2,Economy,3,3
2,Personal,2,2,Economy,1,3
3,Personal,2,3,Economy,2,3
4,Personal,4,4,Economy,3,3
3,Personal,3,3,Economy,2,3
2,Personal,2,2,Economy,2,3
2,Personal,2,2,Economy,1,3
3,Personal,3,3,Economy,4,3
2,Personal,3,3,Economy,5,3
5,Personal,4,3,Economy,2,3
2,Personal,2,2,Economy,2,3
4,Personal,2,1,Economy,3,3
3,Personal,3,3,Economy,1,3
0,Business,0,0,Business,1,2
5,Business,4,4,Business,5,4
5,Business,4,4,Business,3,4
3,Business,3,3,Business,5,4
4,Business,4,4,Business,3,4
4,Business,5,5,Business,5,4
2,Business,2,3,Economy Plus,2,3
4,Business,1,4,Business,4,4
2,Business,2,2,Economy Plus,2,3
2,Business,2,2,Economy Plus,2,1
4,Business,4,4,Economy Plus,4,3
3,Business,3,3,Business,1,1
3,Business,2,5,Economy Plus,2,3
3,Business,3,2,Economy Plus,1,1
1,Business,1,2,Economy Plus,1,3
1,Business,1,3,Economy Plus,1,3
4,Personal,4,4,Economy Plus,5,3
4,Personal,5,5,Economy Plus,5,4
3,Personal,4,4,Economy Plus,5,3
3,Personal,3,3,Economy Plus,3,3
2,Personal,2,2,Economy Plus,1,3
1,Personal,1,1,Economy Plus,2,3
1,Personal,1,1,Economy Plus,5,3
5,Personal,5,5,Economy Plus,4,4
4,Personal,4,4,Economy Plus,3,3
1,Personal,1,1,Economy Plus,2,3
4,Personal,5,5,Economy Plus,4,4
3,Personal,3,3,Economy Plus,5,3
5,Personal,3,3,Economy Plus,4,3
3,Personal,4,4,Economy Plus,1,3
3,Business,4,1,Economy Plus,4,3
4,Business,2,4,Business,3,4
4,Business,1,1,Business,5,4
3,Business,3,5,Business,3,3
1,Personal,1,1,Business,2,3
2,Personal,1,1,Business,1,3
4,Business,2,2,Business,4,4
2,Business,2,2,Business,1,1
5,Business,5,5,Business,5,4
4,Business,1,1,Business,5,4
4,Business,5,5,Business,4,4
4,Business,2,2,Business,4,4
5,Business,3,3,Business,4,4
0,Business,0,0,Business,4,2
4,Business,2,2,Business,2,4
4,Business,5,4,Business,5,4
5,Business,3,3,Business,3,4
3,Business,1,1,Business,3,4
4,Business,2,2,Business,4,4
4,Business,1,1,Business,5,4
5,Business,2,2,Business,4,4
4,Business,3,3,Business,3,3
4,Business,4,4,Business,5,2
4,Business,5,5,Business,4,4
3,Business,3,5,Economy,3,3
2,Business,2,2,Economy,1,1
4,Business,3,3,Business,3,3
2,Business,2,2,Economy,4,1
4,Business,4,2,Economy,4,3
4,Business,4,4,Business,4,4
4,Business,5,4,Business,1,2
4,Business,2,2,Business,4,4
3,Business,3,4,Economy,3,3
3,Business,1,4,Business,1,3
2,Business,2,2,Economy,1,1
4,Business,4,2,Economy,4,4
3,Personal,3,3,Economy,1,3
1,Personal,2,2,Economy,3,3
4,Personal,1,1,Economy,1,3
3,Personal,3,3,Economy,3,3
2,Personal,2,2,Economy,3,3
2,Personal,2,2,Economy,4,3
2,Personal,2,2,Economy,5,3
3,Personal,3,3,Economy,4,3
4,Personal,4,4,Economy,2,3
2,Personal,2,2,Economy,1,3
1,Personal,1,1,Economy,1,3
2,Personal,1,1,Economy,2,3
3,Personal,2,2,Economy,1,3
3,Personal,3,3,Economy,5,3
4,Business,3,2,Economy Plus,4,3
4,Business,4,4,Business,4,4
1,Business,4,4,Economy Plus,4,4
4,Business,2,2,Business,5,4
1,Business,1,2,Economy,3,1
2,Business,2,2,Economy,3,1
3,Business,3,3,Business,5,4
1,Business,2,5,Business,2,3
5,Business,5,5,Business,4,4
5,Business,3,3,Business,5,4
3,Business,3,3,Economy,4,1
2,Business,5,5,Business,4,4
2,Personal,2,2,Economy,3,3
4,Personal,4,4,Economy,5,3
5,Business,5,5,Business,5,4
5,Business,3,3,Business,4,4
3,Business,3,5,Economy Plus,3,3
5,Business,5,5,Business,4,2
5,Personal,5,5,Economy Plus,4,4
4,Business,5,5,Business,3,4
3,Business,3,3,Business,5,4
3,Business,2,4,Business,2,3
3,Personal,4,4,Business,2,3
4,Business,4,3,Business,3,4
5,Business,1,1,Business,5,4
1,Business,0,1,Business,3,2
4,Business,4,4,Business,2,4
4,Business,4,4,Business,4,4
3,Business,3,3,Business,5,1
3,Business,2,5,Business,2,3
3,Business,2,5,Economy,1,3
4,Business,4,5,Economy,4,4
2,Business,2,2,Economy,1,1
1,Business,3,1,Business,5,4
2,Business,1,1,Business,4,4
4,Personal,3,4,Economy,3,3
5,Personal,5,5,Economy,3,4
4,Personal,4,4,Economy,2,3
3,Personal,3,3,Economy,4,3
2,Personal,2,2,Economy,3,3
1,Personal,1,1,Economy,4,3
1,Business,1,1,Economy Plus,2,1
4,Business,4,4,Economy,4,2
4,Business,3,3,Business,2,4
3,Business,3,5,Business,3,3
0,Business,0,0,Business,5,2
3,Business,4,2,Business,4,4
4,Business,5,4,Economy,4,2
4,Business,1,1,Business,3,4
3,Business,3,3,Economy,3,1
2,Personal,2,2,Economy,3,3
1,Personal,1,1,Economy,3,3
4,Business,4,4,Business,4,4
4,Business,2,4,Business,5,4
3,Business,2,1,Business,5,1
3,Business,2,4,Economy,2,3
5,Business,1,5,Business,2,4
5,Business,4,4,Business,5,4
4,Business,1,0,Business,5,3
2,Business,1,3,Economy,1,3
4,Business,3,4,Business,3,3
4,Business,5,5,Business,5,4
1,Business,1,1,Business,3,1
3,Business,3,3,Economy,3,1
5,Business,4,4,Business,4,4
2,Business,2,2,Economy,2,1
4,Business,1,2,Business,1,3
3,Business,2,3,Economy,3,3
3,Business,3,3,Business,3,3
4,Business,5,4,Business,5,3
4,Business,4,1,Business,4,3
3,Business,4,1,Business,4,3
5,Personal,4,4,Economy,4,4
2,Personal,3,2,Economy,4,3
4,Personal,3,4,Economy,5,3
3,Personal,2,2,Economy,1,3
3,Personal,3,3,Economy,4,3
4,Personal,4,4,Economy,4,3
5,Personal,2,3,Economy,4,3
2,Personal,2,2,Economy,1,3
5,Personal,1,1,Economy,1,3
3,Personal,3,3,Economy,1,3
3,Personal,2,3,Economy,3,3
4,Personal,3,4,Economy,4,3
4,Personal,4,4,Economy,1,3
2,Personal,2,2,Economy,3,3
2,Personal,2,2,Economy,4,3
5,Business,3,2,Business,3,4
4,Business,3,3,Business,5,4
5,Business,5,5,Business,3,2
5,Business,3,3,Business,3,4
5,Business,4,4,Business,5,4
2,Business,2,2,Business,4,1
4,Business,5,5,Business,5,4
5,Business,5,4,Business,4,4
4,Business,5,5,Business,4,4
5,Business,5,5,Business,4,4
4,Business,4,4,Business,4,4
5,Business,5,5,Business,5,2
3,Business,3,3,Business,1,1
5,Business,1,1,Business,5,4
